Series Name,Series Code,Code,2010AG.LND.ARBL.ZS,2011AG.LND.ARBL.ZS,2012AG.LND.ARBL.ZS,2013AG.LND.ARBL.ZS,2014AG.LND.ARBL.ZS,2010AG.SRF.TOTL.K2,2011AG.SRF.TOTL.K2,2012AG.SRF.TOTL.K2,2013AG.SRF.TOTL.K2,2014AG.SRF.TOTL.K2,2010EN.POP.DNST,2011EN.POP.DNST,2012EN.POP.DNST,2013EN.POP.DNST,2014EN.POP.DNST,2010IT.NET.USER.P2,2011IT.NET.USER.P2,2012IT.NET.USER.P2,2013IT.NET.USER.P2,2014IT.NET.USER.P2,2010MS.MIL.TOTL.TF.ZS,2011MS.MIL.TOTL.TF.ZS,2012MS.MIL.TOTL.TF.ZS,2013MS.MIL.TOTL.TF.ZS,2014MS.MIL.TOTL.TF.ZS,2010NY.GDP.MKTP.CD,2011NY.GDP.MKTP.CD,2012NY.GDP.MKTP.CD,2013NY.GDP.MKTP.CD,2014NY.GDP.MKTP.CD,2010NY.GDP.MKTP.KD.ZG,2011NY.GDP.MKTP.KD.ZG,2012NY.GDP.MKTP.KD.ZG,2013NY.GDP.MKTP.KD.ZG,2014NY.GDP.MKTP.KD.ZG,2010NY.GDP.PCAP.KD.ZG,2011NY.GDP.PCAP.KD.ZG,2012NY.GDP.PCAP.KD.ZG,2013NY.GDP.PCAP.KD.ZG,2014NY.GDP.PCAP.KD.ZG,2010NY.GDP.PCAP.CD,2011NY.GDP.PCAP.CD,2012NY.GDP.PCAP.CD,2013NY.GDP.PCAP.CD,2014NY.GDP.PCAP.CD,2010SL.TLF.TOTL.FE.ZS,2011SL.TLF.TOTL.FE.ZS,2012SL.TLF.TOTL.FE.ZS,2013SL.TLF.TOTL.FE.ZS,2014SL.TLF.TOTL.FE.ZS,2010SL.TLF.TOTL.IN,2011SL.TLF.TOTL.IN,2012SL.TLF.TOTL.IN,2013SL.TLF.TOTL.IN,2014SL.TLF.TOTL.IN,2010SL.UEM.TOTL.FE.ZS,2011SL.UEM.TOTL.FE.ZS,2012SL.UEM.TOTL.FE.ZS,2013SL.UEM.TOTL.FE.ZS,2014SL.UEM.TOTL.FE.ZS,2010SL.UEM.TOTL.ZS,2011SL.UEM.TOTL.ZS,2012SL.UEM.TOTL.ZS,2013SL.UEM.TOTL.ZS,2014SL.UEM.TOTL.ZS,2010SP.POP.GROW,2011SP.POP.GROW,2012SP.POP.GROW,2013SP.POP.GROW,2014SP.POP.GROW,2010SP.POP.TOTL,2011SP.POP.TOTL,2012SP.POP.TOTL,2013SP.POP.TOTL,2014SP.POP.TOTL,2010SP.POP.TOTL.FE.ZS,2011SP.POP.TOTL.FE.ZS,2012SP.POP.TOTL.FE.ZS,2013SP.POP.TOTL.FE.ZS,2014SP.POP.TOTL.FE.ZS,2010SP.RUR.TOTL,2011SP.RUR.TOTL,2012SP.RUR.TOTL,2013SP.RUR.TOTL,2014SP.RUR.TOTL
,,COG,1.49341142,1.551976574,1.551976574,1.610541728,..,342000,342000,342000,342000,342000,11.90652416,12.23260615,12.55106296,12.86774231,13.1916896,5,5.6,6.106695024,6.6,7.11,0.722003849,0.705024297,0.687929418,0.672260622,..,12007880590,14425607224,13677930124,14085852120,14135462556,8.751655799,3.42062127,3.799995854,3.440705249,6.546200012,5.668046508,0.663759674,1.166289411,0.89499559,3.9297533,2953.185008,3453.221229,3191.164299,3205.457783,3137.754005,48.59537159,48.66700469,48.59814316,48.6687559,..,1662041,1702069,1744365,1785022,..,6.800000191,6.900000095,6.800000191,6.800000191,..,6.5,6.599999905,6.599999905,6.5,..,2.876435204,2.701852333,2.570033801,2.491822399,2.486347213,4066078,4177435,4286188,4394334,4504962,50.00019675,49.99448226,49.98992111,49.98614124,49.98270796,1495178,1517829,1538741,1558626,1578674
,,ZAR,2.999492733,3.087713107,3.131823295,3.131823295,..,2344860,2344860,2344860,2344860,2344860,29.08568933,30.03346905,31.00556229,32.00320284,33.02839814,0.72,1.2,1.679961015,2.2,3,0.626496178,0.512060171,0.495474244,0.479208645,..,20523285374,23849009738,27463220380,30014905126,32962261156,7.078889423,6.864630028,7.157859628,8.503503317,9.046596161,3.679035797,3.492254752,3.798222705,5.12110766,5.661810221,311.247896,350.2706542,390.7066035,413.6970577,440.2185978,49.83030819,49.81062356,49.79226435,49.77451136,..,25379245,26217622,27095253,28014937,..,9.100000381,9.100000381,9.100000381,8.899999619,..,8.199999809,8.199999809,8.199999809,8,..,3.226591436,3.206611698,3.185422259,3.166936931,3.15317545,65938712,68087376,70291160,72552861,74877030,50.2067708,50.18990451,50.17356379,50.15795035,50.1433043,39604769,40551479,41506930,42471719,43446648
,,LBY,0.975254896,0.975254896,0.977528218,0.977528218,..,1759540,1759540,1759540,1759540,1759540,3.560985826,3.574031849,3.571048683,3.561150642,3.557170624,14,14,..,16.5,17.76,..,..,0.296874337,0.299011255,..,74773444901,34699395524,81905365776,65509594212,41119144923,5.021289739,-62.07591958,104.4867889,-13.55238921,-24.03095917,4.065610127,-62.21435104,104.6576121,-13.31211236,-23.94595956,11933.77926,5517.779569,13035.1922,10454.79255,6569.619753,27.31372216,27.53964997,27.89159846,28.10710071,..,2376128,2376105,2357900,2341049,..,26.29999924,24.79999924,30,30.20000076,..,18.79999924,18.20000076,19.60000038,19.60000038,..,0.914152219,0.365690417,-0.083502662,-0.277559486,-0.111824622,6265697,6288652,6283403,6265987,6258984,48.8125902,48.9840589,49.1843353,49.39338368,49.58025136,1400885,1395326,1383103,1367865,1354507
,,LBR,4.983388704,5.1910299,5.1910299,5.1910299,..,111370,111370,111370,111370,111370,41.09208887,42.35438123,43.50243978,44.57736711,45.64528654,2.3,2.5,2.6,3.2,5.41,0.148657383,0.144438722,0.140022636,0.135912623,..,1292697080,1545400000,1735500000,1946500000,2027000000,6.099946049,8.2,7.994451911,8.703870094,0.5,2.441070247,4.975303304,5.144405914,6.082612539,-1.851303089,326.604433,378.8140624,414.1851554,453.339457,461.0428986,47.66720859,47.64519086,47.54021211,47.43423486,..,1372283,1419287,1464049,1508322,..,4.099999905,4.099999905,3.900000095,3.799999952,..,3.700000048,3.700000048,3.700000048,3.700000048,..,3.50938283,3.025625055,2.674515489,2.44092428,2.367408337,3957990,4079574,4190155,4293692,4396554,49.71326355,49.68827628,49.66439189,49.64147405,49.6195202,2066031,2114525,2156212,2193175,2228701
,,CAN,4.772304644,4.725128141,5.049205422,5.049205422,..,9984670,9984670,9984670,9984670,9984670,3.739510266,3.776625307,3.82188088,3.866307289,3.908327917,80.3,83,83,85.8,87.12,0.347307647,0.344596607,0.342090913,0.336611737,..,1.61E+12,1.79E+12,1.83E+12,1.84E+12,1.79E+12,3.374248555,2.96010266,1.922864994,2.003508162,2.531770225,2.229091202,1.948255267,0.715978192,0.831420872,1.429393593,47463.63119,52086.53352,52733.47369,52305.25839,50271.07487,47.08563422,47.14629689,47.13905482,47.20847938,..,18916946,19065771,19293117,19518036,..,7.199999809,7,6.800000191,6.599999905,..,8,7.400000095,7.199999809,7.099999905,..,1.113959721,0.987617711,1.19118433,1.155718438,1.080977717,34005274,34342780,34754312,35158304,35540419,50.400102,50.39879675,50.40001404,50.40201118,50.40246806,6482425,6485634,6501489,6514131,6521667
,,GHA,20.30412235,20.74360552,20.65570889,20.65570889,..,238540,238540,238540,238540,238540,106.8723477,109.5565747,112.2640635,114.9882746,117.7225894,7.8,9,10.6,12.3,18.9,0.151887015,0.147729746,0.143664831,0.140032677,..,32174772956,39566292433,41939728979,48584737987,38648154100,7.899740293,14.04600263,9.292511869,7.328780544,4.178309265,5.21721461,11.25178097,6.656688419,4.786032083,1.758584224,1323.099141,1587.190873,1641.825922,1856.900161,1442.816818,50.02607557,49.98210087,49.90603857,49.8083314,..,10204954,10492132,10789001,11068845,..,4.400000095,4.300000191,4.400000095,4.800000191,..,4.199999809,4.199999809,4.199999809,4.599999905,..,2.517554144,2.480596918,2.441272627,2.397635733,2.350075661,24317734,24928503,25544565,26164432,26786598,50.51119483,50.50023662,50.4522508,50.38288238,50.3122009,11985482,12116748,12243765,12366619,12484698
,,GAB,1.261303217,1.261303217,1.261303217,1.261303217,..,267670,267670,267670,267670,267670,5.98415027,6.121387822,6.261842667,6.404901618,6.549745799,7.23,8,8.616714489,9.2,9.81,1.164091765,1.13170323,1.098191426,1.067479013,..,14476054183,17830879880,17685007055,17205083304,17228443336,7.441453136,6.326495719,6.502586378,4.345852986,4.300001939,5.036950183,3.942724522,4.113704208,2.015199184,1.9934623,9388.232834,11304.69948,10960.72366,10425.10551,10208.40135,45.80231984,45.75712635,45.73033008,45.70658348,..,575556,592028,610094,627647,..,27.5,27.5,27,25.60000038,..,20.39999962,20.39999962,20.29999924,19.60000038,..,2.263388246,2.267448678,2.268565849,2.258907755,2.236266447,1541936,1577298,1613489,1650351,1687673,49.56548132,49.52209411,49.49026613,49.46711336,49.4488565,220543,220080,219967,220190,220748
,,HUN,48.51430465,48.54744284,48.56953496,48.63581133,..,93030,93030,93030,93030,93030,110.4608748,110.1483155,109.5809345,109.2795979,108.9326522,65,68.01998789,70.57999815,72.6439,76.13,0.802393051,0.888009132,0.876735538,0.877361098,..,1.30E+11,1.39E+11,1.27E+11,1.33E+11,1.37E+11,0.78911688,1.806605435,-1.477944687,1.525166806,3.635449748,1.01717189,2.09549418,-0.967823648,1.805120672,3.965524153,12958.2707,13983.49764,12784.29561,13486.58574,13902.70467,45.99769724,45.82602263,45.83081509,45.82516267,..,4310481,4335541,4391290,4388159,..,10.69999981,10.80000019,10.60000038,10.19999981,..,11.19999981,10.89999962,10.89999962,10.19999981,..,-0.226013876,-0.283360436,-0.516437607,-0.275368757,-0.317989532,10000023,9971727,9920362,9893082,9861673,52.50089544,52.48466139,52.46626594,52.44605097,52.42428869,3114107,3056534,2992775,2937652,2882468
,,MNP,2.173913043,2.173913043,2.173913043,2.173913043,..,460,460,460,460,460,117.0869565,115.726087,115.9,117.1065217,118.5673913,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.595073056,-1.169079743,0.150167089,1.035621247,1.23975391,53860,53234,53314,53869,54541,..,..,..,..,..,5669,5635,5673,5757,5851
,,SSD,..,..,..,..,..,..,644330,644330,644330,644330,..,..,..,..,..,7,..,..,14.1,15.9,..,..,..,..,..,15727809707,17826873819,10368977864,11804446136,13069991258,5.4929179,-4.638970408,-46.08249852,13.13063457,36.16522544,0.947590056,-8.755025863,-48.39277166,8.456910665,30.93665758,1563.948571,1696.162406,944.2977748,1030.613057,1097.287327,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.404234993,4.412208716,4.379338118,4.219025174,3.915536494,10056475,10510122,10980623,11453810,11911184,50.01378714,49.99480501,49.97603506,49.95786555,49.94062723,8260891,8615988,8982150,9347454,9696776
,,ZAF,10.33146757,9.919297002,10.30426432,10.30426432,..,1219090,1219090,1219090,1219090,1219090,41.86977718,42.49765393,43.14741281,43.81990619,44.51603179,24,33.97,41,46.5,49,0.428755237,0.423554875,0.328952526,0.397520523,..,3.75E+11,4.17E+11,3.97E+11,3.66E+11,3.50E+11,3.039747085,3.212451755,2.219824006,2.212354431,1.524842816,1.546429913,1.68755115,0.68049096,0.643726423,-0.062765939,7389.960264,8080.865243,7592.157997,6886.290406,6477.860092,44.23467221,44.57932253,44.29898786,44.14786671,..,17994649,18316871,18878104,19407803,..,27.39999962,27.70000076,27.89999962,28,..,24.70000076,24.70000076,25,24.89999962,..,1.459867637,1.488461432,1.517358493,1.546573579,1.57611958,50791808,51553479,52341695,53157490,54001953,50.94727606,50.93414909,50.91249787,50.88464152,50.8537337,19190161,19205733,19224058,19249390,19279777
,,BWA,0.457007746,0.57170081,0.502884972,0.479946359,..,581730,581730,581730,581730,581730,3.613415559,3.68730436,3.763382916,3.840470771,3.917098089,6,8,11.5,15,18.5,1.002234506,0.976560683,0.952160725,0.930271294,..,12786670175,15682932628,14792390177,14979306814,15813371063,8.563257129,6.048549263,4.83138698,9.322434223,4.421063812,6.409890498,3.923473773,2.71217118,7.12805951,2.378351096,6244.006549,7504.851222,6935.595271,6882.259587,7123.342267,47.13403884,47.1322598,47.06612076,47.12834111,..,1047659,1075202,1102755,1128703,..,21.70000076,21.70000076,21.10000038,21.60000038,..,17.89999962,17.79999924,17.70000076,18.39999962,..,2.003448971,2.024220198,2.042259924,2.027669106,1.975614057,2047831,2089706,2132822,2176510,2219937,50.0491984,50.04483884,50.04116612,50.03836417,50.03687042,896233,909712,923533,937249,950422
,,QAT,1.182601206,1.060292851,1.161068045,1.215331611,..,11610,11610,11610,11610,11610,152.0683032,164.1203273,173.611025,180.9894918,187.085702,69,69,69.3,85.3,91.49,0.894237473,0.831460199,0.789082838,0.760834803,..,1.25E+11,1.70E+11,1.90E+11,2.03E+11,2.12E+11,16.72897536,14.119,5.1043,6.238,6.153,5.200825978,5.738777009,-0.641378512,1.906955406,2.693991692,70870.22658,89115.90149,94236.13495,96719.32873,97518.60936,12.1158568,12.31272768,12.67320535,13.11240754,..,1319560,1419190,1495407,1550928,..,2.599999905,3.900000095,3.200000048,3.400000095,..,0.400000006,0.600000024,0.5,0.5,..,10.3983646,7.627007888,5.621744628,4.162166517,3.312783791,1765513,1905437,2015624,2101288,2172065,24.64971937,24.77636364,25.29668232,26.02993973,26.76457657,23746,22637,21245,19731,18267
,,RWA,45.55816782,46.26834212,46.64491285,47.9327118,..,26340,26340,26340,26340,26340,417.2545197,427.9055128,438.4819619,449.0512769,459.7301986,8,7,8.023854277,9,10.6,0.685430892,0.667936509,0.650677839,0.632063307,..,5698548988,6406727230,7219657132,7522006198,7890190337,7.312669275,7.851934941,8.788351534,4.684512428,6.96347032,4.507531817,5.167393187,6.164310945,2.220554212,4.478851004,553.5974576,606.9028864,667.4145823,678.9981669,695.6892586,54.15640397,54.13384951,54.08564333,54.01920028,..,5106277,5240019,5379006,5537420,..,0.300000012,0.300000012,0.400000006,0.400000006,..,0.600000024,0.600000024,0.600000024,0.600000024,..,2.648757244,2.520601215,2.441626839,2.381840853,2.35027091,10293669,10556429,10817350,11078095,11341544,52.25273904,52.22892135,52.20309041,52.17525215,52.14509594,7828129,7925556,8016305,8101522,8183945
,,LUX,23.91891892,23.98455598,24.15444015,24.11196911,..,2590,2590,2590,2590,2590,195.734749,200.1339768,204.9984556,209.7915058,214.7003861,90.62,90.02985856,91.94992374,93.7765,94.67,0.635352848,0.620931562,0.59496838,0.580641936,..,52146754967,58952460384,56292381076,60130847624,..,5.144673181,2.609030403,-0.162966697,1.990206037,..,3.242767771,0.353538826,-2.532033952,-0.33993681,..,102863.0957,113731.6515,106022.7991,110664.8403,..,43.4082142,43.87559986,44.28613645,44.2395321,..,237978,243183,253795,260057,..,5.099999905,6.300000191,5.900000095,6.599999905,..,4.400000095,4.900000095,5.099999905,5.900000095,..,1.825405804,2.222660503,2.4015419,2.311176253,2.312929524,506953,518347,530946,543360,556074,50.32477569,50.21837336,50.10131855,49.98596034,49.88689714,58061,57505,57093,56683,56319
,,IND,52.80826318,52.79817301,52.65253818,52.80523613,..,3287260,3287260,3287260,3287260,3287260,414.0282,419.5648482,424.9945812,430.3454788,435.6571706,7.5,10.07,12.58006091,15.1,18,0.557121559,0.557188309,0.570914259,0.563599293,..,1.71E+12,1.84E+12,1.83E+12,1.86E+12,2.07E+12,10.25996299,6.63834773,5.081417925,6.899217233,7.416710026,8.754969713,5.231130189,3.738897166,5.570036878,6.107046147,1387.880084,1471.658439,1449.664875,1455.102191,1595.704387,25.04853191,24.61314773,24.12481482,24.17098063,..,471277041,475090729,477952680,487882088,..,4.400000095,4.300000191,4.099999905,4,..,3.5,3.5,3.599999905,3.599999905,..,1.374351006,1.328401097,1.285832037,1.251190626,1.226730296,1230984504,1247446011,1263589639,1279498874,1295291543,48.14274608,48.14413583,48.14822085,48.15419275,48.16092774,850240997,857294797,863903600,870136004,876057482
,,IDN,13.02737405,12.97217331,12.97217331,12.97217331,..,1910930,1910930,1910930,1910930,1910930,133.3722274,135.1359616,136.9187241,138.7019414,140.460914,10.92,12.28,14.52,14.94,17.14,0.499588638,0.570810401,0.56175218,0.553940217,..,7.55E+11,8.93E+11,9.18E+11,9.10E+11,8.89E+11,6.223854181,6.169784208,6.030050653,5.579211168,5.024664957,4.839870803,4.7841036,4.649476916,4.221835229,3.7094556,3125.219934,3647.626622,3700.523538,3623.53236,3491.929717,37.76375919,37.83040662,37.83097427,37.96560333,..,116495844,118515710,120426769,122125092,..,8.699999809,7.900000095,7.099999905,7.300000191,..,7.099999905,6.599999905,6.099999905,6.300000191,..,1.311455309,1.313747333,1.310610019,1.293982944,1.260193359,241613126,244808254,248037853,251268276,254454778,49.59997206,49.59279641,49.59877959,49.61367666,49.63156125,120990189,120661092,120328123,119975576,119586112
,,GTM,11.16162747,10.56009705,9.958566629,9.357036208,..,108890,108890,108890,108890,108890,137.479106,140.4374767,143.4188037,146.4239735,149.4540314,10.5,12.3,16,19.7,23.4,0.56571894,0.677943718,0.657612754,0.638225161,..,41337958252,47654841113,50388460925,53851153447,58728232327,2.869372389,4.161945918,2.969848828,3.697585601,4.241584033,0.675246372,1.967733575,0.829356916,1.569321703,2.128171448,2805.947998,3166.586117,3278.629128,3432.022425,3666.963525,37.94922089,37.94442977,38.01835004,38.09228012,..,6047526,6239456,6432357,6627755,..,4.300000191,6.300000191,4.199999809,4,..,3.700000048,4.099999905,2.900000095,2.799999952,..,2.156000018,2.129043456,2.100666307,2.073729463,2.048252145,14732261,15049280,15368759,15690793,16015494,51.14777698,51.13572875,51.12424497,51.11310818,51.10187672,7465868,7560006,7651798,7741680,7829174
,,ECU,4.776936705,4.653325817,4.621919794,4.807537446,..,256370,256370,256370,256370,256370,60.13324207,61.11000161,62.08525125,63.05891448,64.03171203,29.03,31.36680836,35.13514645,40.35368423,43,0.838465558,0.818785067,0.792938537,0.780772838,..,69555367000,79276664000,87623411000,94472680000,1.01E+11,3.525298669,7.868140919,5.220345768,4.641572214,3.802080137,1.838207014,6.144016664,3.567519984,3.025850597,2.225073897,4657.301737,5223.377575,5682.638917,6032.232804,6322.310512,39.80423436,39.99227066,40.10500133,40.21649261,..,7034636,7203722,7377621,7554438,..,6.599999905,5.699999809,5.599999905,5.599999905,..,5,4.199999809,4.099999905,4.199999809,..,1.643066624,1.611274402,1.583291544,1.556097917,1.530902125,14934692,15177280,15419493,15661312,15902916,49.96687578,49.97549627,49.98382891,49.99185892,49.99955983,5572134,5633047,5691643,5748015,5802020
,,ERI,6.831683168,6.831683168,6.831683168,6.831683168,..,117600,117600,117600,117600,117600,46.43231683,47.42146535,48.4379505,49.49330693,50.59845545,0.61,0.7,0.8,0.9,0.99,8.830411456,8.656457696,8.484105811,8.30921225,..,2117039511,2607739837,3091967480,3444097561,3857821138,2.194189769,8.679800386,7.017108852,1.332252085,1.70344118,0.099712521,6.41288471,4.771322218,-0.828477335,-0.517919255,451.426693,544.4624311,632.0155805,688.9815607,754.8896218,47.84205315,47.88091632,47.85683287,47.83050278,..,2284718,2330630,2377976,2428028,..,7.599999905,7.400000095,7.400000095,7.5,..,7.300000191,7.199999809,7.099999905,7.199999809,..,2.070801018,2.107928136,2.120862601,2.15538393,2.208360412,4689664,4789568,4892233,4998824,5110444,50.0240529,50.00070988,49.97648313,49.95198871,49.92808844,3724906,3785962,3847643,3910830,3976283
,,CUB,31.7897407,31.20349493,29.44978346,29.65175812,..,109880,109880,109880,109880,109880,106.2395058,106.3845359,106.5546036,106.7413033,106.8973029,15.9,16.0172908,21.2,27.93,30,1.43222584,1.422552832,1.415496898,1.408673285,..,64328200000,68990140000,73139050000,77149700000,..,2.388332912,2.802964336,3.014390465,2.686032552,..,2.291532347,2.662816894,2.841277429,2.506425836,..,5688.666732,6092.613902,6448.155635,6789.849597,..,38.07651121,38.09573875,38.18380687,38.27376511,..,5271515,5307360,5333816,5359653,..,3,3.799999952,3.799999952,3.900000095,..,2.5,3.200000048,3.200000048,3.200000048,..,0.094587294,0.136419273,0.168188789,0.175061758,0.146040659,11308133,11323570,11342631,11362505,11379111,49.7183841,49.72434488,49.73232401,49.74169868,49.7516458,2646442,2639637,2633645,2627920,2620609
,,KGZ,6.653806048,6.652241919,6.655891554,6.652763295,..,199949,199949,199949,199949,199949,28.40406674,28.75182482,29.2346194,29.82064651,30.4181439,16.3,17.5,19.8,23,28.3,0.805262628,0.793017096,0.778059634,0.762135324,..,4794357795,6197766119,6605139933,7335027592,7404412710,-0.471566848,5.956274377,-0.088150193,10.91546938,3.603036144,-1.651753118,4.674715696,-1.738142576,8.735789199,1.567982848,880.0377751,1123.883168,1177.974735,1282.437162,1269.139335,42.73031399,42.67438796,42.61920808,42.55999014,..,2533335,2572454,2621907,2676690,..,9.899999619,9.600000381,9.300000191,9.199999809,..,8.600000381,8.5,8.399999619,8,..,1.192864429,1.216890729,1.665236559,1.984738667,1.983827978,5447900,5514600,5607200,5719600,5834200,50.68727312,50.66835895,50.62805516,50.57757996,50.53211051,3524628,3565630,3622083,3690114,3758100
,,DJI,0.069025022,0.086281277,0.086281277,0.086281277,..,23200,23200,23200,23200,23200,35.84132873,36.31587575,36.80194133,37.29741156,37.79870578,6.5,7,8.267232892,9.5,10.71,4.627693979,4.52221648,4.415680953,4.315357675,..,1128611700,1239144502,1353632942,1456344495,1581519706,4.450192961,5.385134251,3.003496437,4.999907255,5.499368447,3.104337612,4.00804501,1.643066748,3.605056343,4.100214099,1358.4605,1472.014205,1586.780133,1684.503796,1805.029258,34.74665609,34.90662234,34.90092849,34.89574829,..,279837,286364,293273,300091,..,..,..,..,..,..,..,..,..,..,..,1.296887337,1.315333288,1.3295603,1.337333183,1.335093432,830802,841802,853069,864554,876174,49.7573429,49.76170168,49.76678323,49.77248385,49.77846866,191118,193168,195208,197239,199224
,,KAZ,10.62481016,10.80883061,10.86509612,10.88813572,..,2724902,2724902,2724902,2724902,2724902,6.045701745,6.132755491,6.219737378,6.310062229,6.40408601,31.6,50.6,53.31566912,54,54.89,0.909774447,0.784674604,0.775080023,0.766472972,..,1.48E+11,1.88E+11,2.04E+11,2.32E+11,2.12E+11,7.3,7.500000001,4.999999999,6,4.3,5.795315864,5.974050077,3.531594251,4.482671985,2.768683855,9070.649972,11357.94549,12120.30534,13611.53736,12276.39254,49.38976738,49.40765415,49.35087323,49.29990033,..,8848347,8984616,9095835,9197976,..,7,6.5,6.5,6.300000191,..,5.800000191,5.400000095,5.300000191,5.199999809,..,1.412240469,1.429659402,1.408352557,1.441785478,1.479068715,16321581,16556600,16791425,17035275,17289111,51.79831256,51.77086564,51.74812167,51.72996406,51.7158416,7551669,7685408,7815065,7945082,8075744
,,COL,1.589004056,1.429472735,1.42226228,1.515998197,..,1141750,1141750,1141748,1141749,1141749,41.38630104,41.82644975,42.25418477,42.6699982,43.07471203,36.5,40.35091575,48.98,51.7,52.57,1.948145316,1.905502199,1.872679458,1.906895388,..,2.87E+11,3.35E+11,3.70E+11,3.80E+11,3.78E+11,3.971800705,6.589511516,4.043943806,4.936289501,4.552500992,2.835524427,5.467847189,2.990717051,3.913699384,3.570164915,6250.6545,7227.77083,7885.061292,8027.97816,7903.925773,42.28862232,42.3829365,42.47880068,42.49916475,..,22679417,23102781,23507707,23900105,..,15.89999962,14.80000019,14.19999981,13.80000019,..,12,11.10000038,10.60000038,10.5,..,1.098885362,1.057897537,1.017448805,0.979265829,0.944004218,45918101,46406446,46881018,47342363,47791393,50.69286729,50.70815593,50.723361,50.7385151,50.75367441,11462995,11452647,11437562,11417558,11392990
,,CRI,4.406580494,4.543674109,4.543674109,4.543674109,..,51100,51100,51100,51100,51100,89.01827262,90.09962789,91.15056796,92.17455934,93.17677242,36.5,39.212196,47.5,45.96,49.41,0.455938647,0.447203722,0.438525249,0.430124328,..,36298327620,41237293551,45300669857,49236710394,49552580683,4.954320527,4.517746474,5.167582778,3.437273971,3.502352231,3.637863689,3.263348221,3.955030522,2.288162134,2.3890768,7985.951035,8963.680052,9733.396931,10461.57682,10415.44438,36.9447086,37.05192355,37.07892067,37.18552096,..,2149412,2191395,2234763,2278411,..,9.699999809,10.60000038,10.5,10.39999962,..,7.300000191,7.699999809,7.800000191,7.599999905,..,1.262247022,1.207437562,1.159669752,1.11714313,1.081430428,4545273,4600487,4654148,4706433,4757606,49.90771731,49.91904118,49.9311367,49.94347099,49.9553557,1284767,1248296,1212871,1178679,1145869
,,CMR,13.11586385,13.11586385,13.11586385,13.11586385,..,475440,475440,475440,475440,475440,43.55876965,44.67657761,45.81982188,46.98687567,48.17544372,4.3,5,5.69898724,6.4,11,0.284851033,0.275497568,0.268693978,0.260493305,..,23622483984,26587311528,26472056038,29567504655,32548591286,3.268648874,4.140591847,4.588738701,5.561688129,5.886294664,0.68002481,1.53499427,1.979159013,2.939760897,3.273904275,1147.242347,1258.924651,1222.192142,1331.200021,1429.261462,45.58533695,45.64799115,45.63988429,45.63873014,..,8144608,8384829,8634358,8906179,..,4.199999809,4.199999809,4.199999809,4.400000095,..,3.799999952,3.799999952,3.799999952,4,..,2.538641748,2.533832071,2.526741623,2.515153215,2.498110306,20590666,21119065,21659488,22211166,22773014,50.03327236,50.02435951,50.01697639,50.01066581,50.00485663,9983179,10116243,10249920,10383720,10516806
,,TUV,..,..,..,..,..,30,30,30,30,30,327.5666667,328.1333333,328.6666667,329.2,329.7666667,25,30,35,37,..,..,..,..,..,..,31824701.28,39313508.69,39875708.12,38322359.53,..,-2.729427912,8.453323926,0.174458145,1.298187614,..,-2.917495569,8.266031514,0.011903243,1.134075524,..,3238.496111,3993.651838,4044.189464,3880.352322,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.193532019,0.172843315,0.162403609,0.162140287,0.171986486,9827,9844,9860,9876,9893,..,..,..,..,..,4442,4350,4258,4166,4078
,,TKM,4.128274424,4.128274424,4.128274424,4.128274424,..,488100,488100,488100,488100,488100,10.72924691,10.86687805,11.00789692,11.15078416,11.29357138,3,5,7.1958,9.6,12.2,1.017413024,0.993228439,0.972705873,0.954569023,..,22148070175,29233333333,35164210526,41012982456,47931929825,9.197805069,14.69934708,11.10183888,10.20001073,10.29998277,7.832614576,13.2466574,9.678546453,8.787897017,8.905434684,4392.719583,5724.537102,6797.721166,7826.773607,9031.51157,39.33915324,39.24101094,39.23046586,39.2218093,..,2162347,2214999,2261732,2304705,..,11.10000038,11.10000038,10.89999962,10.69999981,..,10.89999962,10.89999962,10.80000019,10.60000038,..,1.258080321,1.274608293,1.289346555,1.28969065,1.272383604,5041995,5106672,5172941,5240088,5307188,50.76093887,50.77929423,50.79779568,50.81666567,50.83628091,2601569,2619365,2637010,2654105,2670152
,,TUR,27.7847797,26.68684953,26.7362239,26.73232592,..,783560,783560,783560,783560,783560,93.95477827,95.1098216,96.27906267,97.46267947,98.66084742,39.82,43.06571043,45.13,46.25,51.04,2.389587264,2.3050504,2.27451647,2.240197582,..,7.31E+11,7.75E+11,7.89E+11,8.23E+11,8.00E+11,9.156952903,8.772747615,2.127460619,4.192509259,2.86670174,7.573259321,7.451777448,0.887194901,2.92716333,1.617456589,10111.51771,10584.16396,10646.03553,10975.07493,10529.56987,29.33874646,29.99063912,30.67035137,30.66236077,..,25644596,26585102,26941990,27354730,..,12.80000019,11.10000038,10.69999981,11.89999962,..,11.89999962,9.800000191,9.199999809,10,..,1.461468388,1.221865652,1.221863657,1.221865268,1.221865501,72310416,73199372,74099255,75010202,75932348,50.87207215,50.86832295,50.86029725,50.85045467,50.84196608,21176105,21021396,20870796,20725319,20584500
